,dayInWeek,duration,startLat,startLog,endLat,endLog,distance,cost,id
0,1,1,38.254,-85.757,38.254,-85.757,0.04,0.76,78868736581728165509762791171128147525
1,1,5,38.258,-85.744,38.257,-85.744,0.04,3.76,75618529998105362111401218023208310973
2,1,7,38.261,-85.78,38.261,-85.78,0.04,5.26,69535969802475221319287674092680440816
3,1,6,38.257,-85.763,38.257,-85.763,0.04,4.51,81874949492943612032730204943185105037
4,1,0,38.215,-85.753,38.215,-85.754,0.04,0.01,71649989273887658971938036303663323721
5,1,64,38.283,-85.723,38.259,-85.752,0.04,48.01,44880682453317698041080135151019666509
6,1,3,38.185,-85.763,38.182,-85.764,0.04,2.26,72067796343842247366880077912187980048
7,1,4,38.222,-85.765,38.224,-85.767,0.04,3.01,88970461198359360382873728469914982181
8,1,4,38.251,-85.757,38.251,-85.757,0.04,3.01,32120137378929504886256516052503274829
9,1,1,38.254,-85.741,38.254,-85.741,0.04,0.76,89492343066710475711894926266294108398
10,1,1,38.231,-85.707,38.231,-85.706,0.04,0.76,2382086269999446159316845349607311668
11,1,0,38.258,-85.746,38.258,-85.745,0.04,0.01,17517821620591178287585087937076919937
12,1,1,38.252,-85.757,38.252,-85.757,0.04,0.76,37808301730688082039228272177741593391
13,1,5,38.258,-85.745,38.258,-85.745,0.04,3.76,95651088023040617006038657571833146705
14,1,24,38.236,-85.721,38.22,-85.71,0.04,18.01,1309248329117297564008222578481958495
15,1,4,38.219,-85.759,38.219,-85.759,0.04,3.01,39489824216779744467754250549664949651
16,1,2,38.256,-85.752,38.256,-85.752,0.04,1.51,79370255423120771849081527713267532216
17,1,1,38.254,-85.748,38.254,-85.748,0.04,0.76,88679418948341010009535901850686366591
18,1,14,38.215,-85.766,38.214,-85.766,0.04,10.51,43674205257294185337878774812169950531
19,1,3,38.235,-85.707,38.235,-85.704,0.04,2.26,47492073940096009467952221263266327880
20,1,1,38.254,-85.756,38.254,-85.756,0.04,0.76,104928273462739272146898381625941764185
21,1,1,38.215,-85.762,38.213,-85.763,0.04,0.76,87154916128459955572684565497355969887
22,1,2,38.253,-85.756,38.253,-85.756,0.04,1.51,111230826891604569610742230712607340786
23,1,1,38.258,-85.745,38.258,-85.745,0.04,0.76,7699793605360893720143702144499718632
24,1,2,38.257,-85.763,38.257,-85.762,0.04,1.51,67644871362183007495619071590522560381
25,1,4,38.251,-85.757,38.251,-85.757,0.04,3.01,4905317141019395329280358096957529770
26,1,2,38.257,-85.751,38.257,-85.751,0.04,1.51,95792603420988222876269163357899421340
27,1,4,38.255,-85.757,38.255,-85.757,0.04,3.01,69536030363360281118926185857050336284
28,1,23,38.253,-85.739,38.253,-85.738,0.04,17.26,79435765434723616304587063385058434434
29,1,7,38.257,-85.764,38.258,-85.76,0.04,5.26,85486173464931334512734755403536702265
30,1,7,38.242,-85.725,38.241,-85.725,0.04,5.26,6357147825234096685696042770705252437
31,1,2,38.252,-85.74,38.252,-85.74,0.04,1.51,75304610681248341851229759868047042108
32,1,3,38.242,-85.743,38.242,-85.743,0.04,2.26,19530115851997975049668131648641381812
33,1,3,38.257,-85.764,38.258,-85.761,0.04,2.26,84970890295895918545954952273330581242
34,1,6,38.254,-85.759,38.256,-85.762,0.04,4.51,93232931693397676408063846269378548076
35,1,2,38.225,-85.694,38.225,-85.694,0.04,1.51,1856679870606636139864397155202472540
36,1,1,38.244,-85.732,38.244,-85.732,0.04,0.76,91633382264597233494574222595857446870
37,1,1,38.231,-85.705,38.231,-85.705,0.04,0.76,106588226177711797508396303833392713411
38,1,2,38.237,-85.719,38.237,-85.719,0.04,1.51,97202379588596615174727530494472919027
39,1,33,38.229,-85.739,38.229,-85.739,0.04,24.76,9489207420783333346350643972544001377
40,1,1,38.226,-85.697,38.226,-85.697,0.04,0.76,81641070288686256728067188080960237734
41,1,5,38.255,-85.752,38.255,-85.756,0.04,3.76,94861641507369056739957583009269829321
42,1,1,38.22,-85.763,38.22,-85.763,0.04,0.76,103800529090081881726603987598859480833
43,1,12,38.25,-85.753,38.238,-85.73,0.04,9.01,41157437146034137555732221691396463280
44,1,1,38.219,-85.763,38.22,-85.762,0.04,0.76,10937835676874360819436124851412757368
45,1,1,38.251,-85.757,38.251,-85.758,0.04,0.76,37070016808628380132987838244566706951
46,1,1,38.253,-85.757,38.252,-85.757,0.04,0.76,95356745279397744895828219876611249178
47,1,1,38.257,-85.763,38.258,-85.764,0.04,0.76,47373354299840001563903774088178686570
48,1,1,38.253,-85.74,38.254,-85.741,0.04,0.76,26218042269394909402010765349533586064
49,1,6,38.253,-85.752,38.253,-85.752,0.041,4.51025,105795408980108551264616105551491939696
50,1,5,38.253,-85.756,38.253,-85.756,0.042,3.7605,33422084842565118774059965133562586653
51,1,3,38.256,-85.748,38.256,-85.748,0.045,2.26125,53632733587797005747801108570007181329
52,1,5,38.255,-85.74,38.255,-85.74,0.046,3.7615,44428169806173241366685912138345940500
53,1,5,38.25,-85.758,38.251,-85.758,0.049,3.76225,94183132979583675709752621818972630703
54,1,0,38.25,-85.757,38.25,-85.757,0.05,0.0125,13321898964869444308143809597397323789
55,1,1,38.253,-85.757,38.253,-85.757,0.05,0.7625,30493317879709489029521250950812941832
56,1,10,38.258,-85.745,38.263,-85.734,0.05,7.5125,93546691114007130682654187228106448537
57,1,1,38.206,-85.764,38.205,-85.764,0.05,0.7625,3476923762391623625602665114084822849
58,1,1,38.258,-85.748,38.258,-85.747,0.05,0.7625,86145292542452080547809112971324203194
59,1,2,38.251,-85.758,38.251,-85.759,0.05,1.5125,71445928017414264307517825455191003001
60,1,1,38.262,-85.737,38.262,-85.737,0.05,0.7625,32734384409639985297152009266323415266
61,1,1,38.258,-85.745,38.258,-85.745,0.05,0.7625,70877758806273723938540563487459276202
62,1,9,38.23,-85.763,38.23,-85.763,0.05,6.7625,103091645369238616798378021048714486747
63,1,2,38.258,-85.756,38.254,-85.757,0.05,1.5125,52979923000230975521673939893540349935
64,1,1,38.257,-85.763,38.257,-85.763,0.05,0.7625,13012161731136206721651622642918730122
