,dayInWeek,duration,startLat,startLog,endLat,endLog,distance,cost,id
0,5,6,38.249,-85.758,38.25,-85.758,0.04,4.51,32808247604565951902302094052899613127
1,5,4,38.251,-85.757,38.251,-85.757,0.04,3.01,45520634586670093443965001176781138938
2,5,2,38.216,-85.657,38.216,-85.657,0.04,1.51,26877012134390465958508145137056411861
3,5,1,38.221,-85.763,38.221,-85.763,0.04,0.76,15567696336857432041980609300550916928
4,5,1,38.22,-85.763,38.219,-85.763,0.04,0.76,56118583980618174117733378531599518488
5,5,2,38.22,-85.759,38.22,-85.76,0.04,1.51,95513492281578828274156586066234035541
6,5,3,38.252,-85.664,38.253,-85.657,0.04,2.26,74790559174850455816754610569095800194
7,5,13,38.248,-85.739,38.253,-85.754,0.04,9.76,8581801983009118374035163901538453146
8,5,3,38.204,-85.758,38.212,-85.756,0.04,2.26,50752548434999706761079098228289853028
9,5,1,38.239,-85.765,38.239,-85.765,0.04,0.76,52465435117771384274389335406153799634
10,5,1,38.234,-85.756,38.235,-85.756,0.04,0.76,47742479380497542042717838387594205193
11,5,1,38.223,-85.68,38.222,-85.683,0.04,0.76,47538624240273040182601256933147238421
12,5,3,38.215,-85.759,38.214,-85.762,0.04,2.26,51107719965099070174836124068946289134
13,5,2,38.257,-85.754,38.257,-85.754,0.04,1.51,2260900436955514517158560240479995166
14,5,1,38.236,-85.717,38.236,-85.716,0.04,0.76,39604904263262259029976719919756052121
15,5,2,38.219,-85.754,38.223,-85.754,0.04,1.51,20069694146563489336666371725557155344
16,5,3,38.216,-85.757,38.217,-85.761,0.04,2.26,48264761359591114089806636244742860183
17,5,2,38.253,-85.753,38.255,-85.751,0.04,1.51,18859122702688125199159010141535684537
18,5,2,38.22,-85.763,38.221,-85.765,0.04,1.51,106588569631848219708497765345193784915
19,5,1,38.207,-85.758,38.207,-85.758,0.04,0.76,23645964234474098499426936037056970842
20,5,3,38.221,-85.763,38.225,-85.764,0.04,2.26,47653207245651394248923910768446786872
21,5,1,38.233,-85.762,38.233,-85.762,0.04,0.76,59821605201382862825089444859034567772
22,5,6,38.226,-85.691,38.225,-85.697,0.04,4.51,83451392405190150712767265138179825941
23,5,2,38.218,-85.763,38.218,-85.763,0.04,1.51,105758282059317687400271543856893909608
24,5,2,38.253,-85.757,38.253,-85.757,0.04,1.51,175939270898919702643045576997307553
25,5,1,38.214,-85.752,38.214,-85.752,0.04,0.76,3082128941534965328710136580426908029
26,5,5,38.253,-85.754,38.255,-85.753,0.04,3.76,65485876953726045998753718319174322327
27,5,3,38.258,-85.745,38.258,-85.745,0.04,2.26,1081321430770308143228815964546401550
28,5,1,38.22,-85.758,38.221,-85.758,0.04,0.76,69045482270319730389699692611754076934
29,5,3,38.212,-85.764,38.214,-85.767,0.04,2.26,38068569363080427024529848913933664201
30,5,4,38.23,-85.769,38.233,-85.766,0.04,3.01,62459252169422911945560578082287001824
31,5,3,38.263,-85.734,38.263,-85.734,0.04,2.26,90946043710952658760134272351568502128
32,5,0,38.257,-85.757,38.257,-85.757,0.04,0.01,24251718894329489739214854834437956094
33,5,3,38.216,-85.76,38.215,-85.759,0.04,2.26,107703739389423829634261541405734409946
34,5,3,38.263,-85.738,38.263,-85.738,0.04,2.26,63966369679707984061928584079331413964
35,5,2,38.219,-85.754,38.219,-85.755,0.04,1.51,33045512984556261446380534819581140734
36,5,3,38.251,-85.757,38.25,-85.763,0.04,2.26,64079087469373306678737568251611930031
37,5,2,38.175,-85.809,38.175,-85.809,0.04,1.51,95704154590207209587974313364093890539
38,5,11,38.325,-85.566,38.325,-85.566,0.04,8.26,21969062563106534902603326972117598212
39,5,6,38.258,-85.745,38.258,-85.745,0.04,4.51,31133225601198853158455827119816496888
40,5,2,38.22,-85.758,38.22,-85.758,0.04,1.51,81122667782344281252319035679796147474
41,5,1,38.217,-85.759,38.216,-85.759,0.04,0.76,24299823130391284014471701788100834360
42,5,2,38.218,-85.758,38.219,-85.758,0.04,1.51,60059895512431906301198911420072854351
43,5,2,38.257,-85.767,38.257,-85.767,0.04,1.51,32563899953590200960179035811578979332
44,5,2,38.217,-85.762,38.218,-85.763,0.04,1.51,6228426076153966510756374793392964933
45,5,1,38.261,-85.737,38.261,-85.738,0.04,0.76,109920329661104626760661391311080702914
46,5,38,38.257,-85.762,38.255,-85.757,0.04,28.51,68988116356662074340348211758826082161
47,5,6,38.256,-85.764,38.256,-85.764,0.04,4.51,92997319341550485440652249826767669919
48,5,2,38.253,-85.754,38.253,-85.755,0.04,1.51,33555577865975351131565961371117777362
49,5,1,38.256,-85.755,38.257,-85.755,0.04,0.76,28595432938584419353224088938471514214
50,5,2,38.205,-85.759,38.205,-85.759,0.04,1.51,31445396504131409489920071814849795265
51,5,3,38.218,-85.763,38.209,-85.764,0.04,2.26,40772536396037922130966698535585627543
52,5,1,38.217,-85.76,38.216,-85.76,0.041,0.76025,49377641383892910630006943982397783422
53,5,3,38.216,-85.761,38.216,-85.76,0.042,2.2605,52614083579375816231270700052821619227
54,5,2,38.251,-85.757,38.251,-85.757,0.043,1.51075,51403342408613880448351448492166815417
55,5,3,38.218,-85.703,38.218,-85.704,0.043,2.26075,63741327434778643936778316799865608674
56,5,4,38.217,-85.755,38.218,-85.755,0.045,3.01125,8082707441383177428395405920098808965
57,5,3,38.253,-85.757,38.255,-85.757,0.045,2.26125,27537379578258720408477414205878285089
58,5,4,38.255,-85.757,38.255,-85.757,0.048,3.012,89500084233274137502625603590168742817
59,5,6,38.247,-85.756,38.247,-85.757,0.05,4.5125,52115278559332453036798325282384705312
60,5,3,38.247,-85.744,38.249,-85.748,0.05,2.2625,96611030850728807375384257403545213043
61,5,1,38.218,-85.756,38.217,-85.757,0.05,0.7625,85550713489812062577976443447367659200
62,5,2,38.254,-85.753,38.253,-85.754,0.05,1.5125,38784229159521854901090602787676584377
63,5,1,38.218,-85.779,38.22,-85.777,0.05,0.7625,75256792114461651247615515219115471757
64,5,1,38.256,-85.763,38.256,-85.763,0.05,0.7625,17935367169577171596904219190251383930
65,5,5,38.322,-85.565,38.322,-85.566,0.05,3.7625,101302568790686489594135036907205857615
66,5,1,38.253,-85.757,38.253,-85.757,0.05,0.7625,110555758522058865814043828613645878533
67,5,1,38.256,-85.765,38.256,-85.765,0.05,0.7625,18644654246397235204033161565152783158
68,5,1,38.221,-85.763,38.221,-85.762,0.05,0.7625,84300631793217974578970529485633022658
69,5,2,38.221,-85.763,38.221,-85.765,0.05,1.5125,11840481578533615100250718315682029630
70,5,2,38.254,-85.748,38.254,-85.747,0.05,1.5125,33650393977258324335913289676499888192
71,5,7,38.257,-85.759,38.257,-85.76,0.05,5.2625,60792919338827705686030529893632988565
72,5,2,38.218,-85.763,38.219,-85.764,0.05,1.5125,38250930213349179594817457459321994876
73,5,1,38.253,-85.752,38.253,-85.752,0.05,0.7625,53241427272558367647313688301214153011
74,5,4,38.254,-85.755,38.254,-85.755,0.05,3.0125,52977445402847882534108994203284554308
75,5,4,38.22,-85.764,38.221,-85.763,0.05,3.0125,28647050553139268666254891932517121829
76,5,3,38.256,-85.754,38.256,-85.754,0.05,2.2625,78146628218730569253540869563888348714
77,5,3,38.216,-85.758,38.216,-85.76,0.05,2.2625,1527452582185986667929226143363339214
78,5,2,38.217,-85.762,38.216,-85.76,0.05,1.5125,26916284532923535207999845756239525616
79,5,3,38.204,-85.759,38.205,-85.758,0.05,2.2625,91694307145694809620990940731783009184
80,5,22,38.238,-85.757,38.24,-85.758,0.05,16.5125,48024254390848260031031914741167585108
81,5,3,38.251,-85.758,38.25,-85.764,0.05,2.2625,80462901953526566484170997345117984159
82,5,2,38.216,-85.752,38.216,-85.755,0.05,1.5125,6653293830495191164192745237552348055
83,5,2,38.257,-85.755,38.257,-85.756,0.05,1.5125,96468701027885559724636025253185491345
84,5,3,38.213,-85.752,38.213,-85.759,0.05,2.2625,74100788048134882920802891608926026550
85,5,1,38.186,-85.757,38.185,-85.757,0.05,0.7625,64676318054872992267649772908620252024
86,5,22,38.233,-85.757,38.239,-85.76,0.05,16.5125,99495883145984915645450305750659562949
87,5,2,38.214,-85.754,38.215,-85.758,0.05,1.5125,55019861407272402866085166737693609928
88,5,4,38.214,-85.752,38.213,-85.752,0.05,3.0125,41909535550919264672020311264777786444
89,5,3,38.256,-85.748,38.257,-85.749,0.05,2.2625,42604481969069470715021314945321081853
90,5,3,38.257,-85.764,38.257,-85.763,0.05,2.2625,31260871371573147144543032823694126825
91,5,2,38.222,-85.761,38.222,-85.76,0.05,1.5125,106293087845931383394003536542050733398
92,5,86,38.252,-85.745,38.257,-85.756,0.05,64.5125,9270793049168187628992761563287358563
93,5,1,38.221,-85.771,38.22,-85.771,0.05,0.7625,102542305711996747704313938962707662867
94,5,2,38.25,-85.758,38.251,-85.758,0.05,1.5125,50361274737057213611883447035196991001
95,5,2,38.217,-85.759,38.219,-85.761,0.05,1.5125,108082697698817158409500706867406904394
96,5,1,38.214,-85.751,38.215,-85.751,0.05,0.7625,84793971362728053284562739610758534406
97,5,1,38.252,-85.754,38.252,-85.754,0.05,0.7625,104868765574351916089935927057868724738
98,5,3,38.22,-85.759,38.221,-85.761,0.05,2.2625,84829552537529989380624989010896371956
99,5,2,38.213,-85.756,38.215,-85.757,0.05,1.5125,3058536581370966299926263519616623869
100,5,2,38.257,-85.753,38.257,-85.753,0.05,1.5125,58597679699710048649876589455479374530
101,5,3,38.263,-85.734,38.263,-85.733,0.05,2.2625,54579910981720516091629316010805030366
102,5,1,38.247,-85.757,38.247,-85.756,0.05,0.7625,111742805158406481777456934903769549469
103,5,8,38.257,-85.758,38.257,-85.758,0.05,6.0125,44087620777222245408049019137981825178
104,5,1,38.226,-85.764,38.226,-85.764,0.05,0.7625,45418436925572735319563336651997017601
105,5,1,38.257,-85.752,38.257,-85.752,0.05,0.7625,94818821147491864363944792101931434260
106,5,4,38.22,-85.761,38.221,-85.762,0.05,3.0125,83295228742851263212448110485527449134
107,5,6,38.252,-85.654,38.252,-85.654,0.05,4.5125,3205272660015741128555061487002421118
108,5,4,38.248,-85.756,38.247,-85.756,0.05,3.0125,43658152110038963600386495108340600125
109,5,3,38.214,-85.76,38.217,-85.762,0.05,2.2625,94295155447590958077986754779699076262
110,5,2,38.222,-85.686,38.222,-85.686,0.05,1.5125,86629689708031609146157927499617632194
111,5,2,38.197,-85.786,38.197,-85.786,0.05,1.5125,54474438029681952186940509442859091392
112,5,2,38.257,-85.757,38.257,-85.757,0.05,1.5125,105332725062121488729734434943167866116
113,5,3,38.256,-85.753,38.256,-85.755,0.05,2.2625,77900367178583253469407096748897312970
114,5,12,38.262,-85.737,38.262,-85.737,0.05,9.0125,1987583799199450954765016600779062219
115,5,5,38.249,-85.759,38.249,-85.759,0.05,3.7625,24247136833845377691875941904713996520
116,5,1,38.257,-85.762,38.257,-85.761,0.05,0.7625,24313205196896481392255546170666561829
117,5,3,38.257,-85.76,38.257,-85.76,0.05,2.2625,84503390304805155391682466576943704279
118,5,3,38.217,-85.757,38.213,-85.758,0.05,2.2625,81234662940892598673847540066807382107
119,5,3,38.217,-85.763,38.216,-85.761,0.05,2.2625,9826267101509460325989479129732335828
120,5,5,38.257,-85.757,38.256,-85.756,0.05,3.7625,51594092657941008219120675034953940007
121,5,8,38.253,-85.757,38.253,-85.757,0.05,6.0125,58527510476189649179008850015242921731
122,5,2,38.22,-85.758,38.22,-85.758,0.05,1.5125,3294808923291324685327666426065426959
123,5,1,38.25,-85.731,38.25,-85.732,0.05,0.7625,4576797269205287576704892053548152284
124,5,2,38.237,-85.761,38.237,-85.761,0.05,1.5125,60833969003344385996198941937000448254
125,5,1,38.254,-85.748,38.254,-85.748,0.05,0.7625,87038290649470275046291336872318392908
126,5,2,38.226,-85.76,38.226,-85.76,0.05,1.5125,16362874502516924242734141220030555778
127,5,1,38.256,-85.753,38.256,-85.752,0.05,0.7625,78544688069896285140990373341321063170
128,5,3,38.253,-85.736,38.254,-85.736,0.05,2.2625,105225338980806240338706820844923199751
129,5,3,38.219,-85.764,38.216,-85.758,0.05,2.2625,48794195302895621130099020711784865226
130,5,1,38.253,-85.757,38.253,-85.757,0.05,0.7625,73267166369770397869082738642063272526
131,5,1,38.257,-85.743,38.258,-85.743,0.05,0.7625,11645579294739249965938770288209901440
132,5,4,38.254,-85.757,38.253,-85.757,0.052,3.013,45140183212306145567040171217342702587
133,5,1,38.219,-85.762,38.219,-85.761,0.053,0.76325,78377521048103757994767822540697491598
134,5,3,38.253,-85.752,38.253,-85.751,0.053,2.26325,89126474188937909254700783286215610450
