,dayInWeek,duration,startLat,startLog,endLat,endLog,distance,cost,id
0,7,3,38.24,-85.724,38.24,-85.724,0.04,2.26,247610635520281943651241416778625623874
1,7,0,38.252,-85.758,38.251,-85.758,0.04,0.01,284840246968383652127037000070006918769
2,7,2,38.255,-85.758,38.255,-85.757,0.04,1.51,316415898741341056880902670003553978553
3,7,1,38.254,-85.757,38.254,-85.757,0.04,0.76,295321872165502487645249625616367982555
4,7,1,38.256,-85.751,38.256,-85.751,0.04,0.76,278322001349216203191480319365656223097
5,7,2,38.251,-85.757,38.251,-85.758,0.04,1.51,314104931642788056519764075605635554404
6,7,0,38.262,-85.741,38.262,-85.742,0.04,0.01,275642606324254981790649620724167905836
7,7,1,38.257,-85.763,38.257,-85.763,0.04,0.76,260391409091639394834041690662704631656
8,7,2,38.252,-85.758,38.252,-85.757,0.04,1.51,321997440687457520697083539846378308898
9,7,5,38.221,-85.762,38.22,-85.763,0.04,3.76,249009281987450937073829236023713433977
10,7,1,38.253,-85.757,38.253,-85.757,0.04,0.76,250704079636358746388726642453796371775
11,7,1,38.258,-85.746,38.258,-85.745,0.04,0.76,336578830811096067310658868430204065427
12,7,6,38.214,-85.752,38.213,-85.752,0.04,4.51,292781598130204920567103418248809637169
13,7,2,38.256,-85.775,38.256,-85.768,0.04,1.51,271034388055446561622547659968292376370
14,7,2,38.257,-85.755,38.257,-85.755,0.04,1.51,298790284452082890027666530518803923930
15,7,2,38.226,-85.764,38.226,-85.764,0.04,1.51,307944542173016327989640928344536601560
16,7,3,38.221,-85.76,38.221,-85.761,0.04,2.26,316370557167898938943120953220654074537
17,7,2,38.258,-85.745,38.258,-85.745,0.04,1.51,264876571352420894336094265988377100473
18,7,3,38.246,-85.758,38.246,-85.758,0.04,2.26,298001658797307645280963061436372396021
19,7,3,38.239,-85.703,38.239,-85.703,0.04,2.26,261903588228388407533092925805983382033
20,7,2,38.256,-85.74,38.254,-85.74,0.04,1.51,250635871491386863613086658231782060430
