,dayInWeek,duration,startLat,startLog,endLat,endLog,distance,cost,id
0,2,1,38.256,-85.735,38.256,-85.736,0.04,0.76,102822971089812373729593014339453490306
1,2,2,38.216,-85.758,38.216,-85.758,0.04,1.51,80724334623345196303758669526066726027
2,2,3,38.221,-85.763,38.219,-85.755,0.04,2.26,46708498409949667641202568457612671666
3,2,4,38.258,-85.745,38.258,-85.745,0.04,3.01,41138713203614635983702698183234082906
4,2,1,38.258,-85.746,38.257,-85.745,0.04,0.76,60582526971712271580445612134365507488
5,2,0,38.257,-85.76,38.257,-85.76,0.04,0.01,49536496478431985401336813494348215609
6,2,3,38.241,-85.748,38.241,-85.748,0.04,2.26,99949415851434951156398121062308959473
7,2,0,38.254,-85.757,38.255,-85.757,0.04,0.01,48094795316673294297764324669460818879
8,2,3,38.218,-85.763,38.218,-85.763,0.04,2.26,103143632521339865681716887016697770169
9,2,2,38.252,-85.741,38.252,-85.742,0.04,1.51,15311443420219624778885346952745433824
10,2,2,38.255,-85.753,38.255,-85.753,0.04,1.51,93015323070111141715566101720046925370
11,2,1,38.255,-85.757,38.256,-85.757,0.04,0.76,76590546968270350113052942443890546200
12,2,3,38.252,-85.74,38.253,-85.738,0.04,2.26,103677580870778117599521054618359541370
13,2,1,38.215,-85.737,38.215,-85.738,0.04,0.76,55404133791628645542785948473801175656
14,2,1,38.253,-85.755,38.253,-85.755,0.04,0.76,11025219578623314804284810860661117051
15,2,21,38.234,-85.72,38.21,-85.767,0.04,15.76,8549882229060246264523666385569069714
16,2,2,38.218,-85.757,38.218,-85.757,0.04,1.51,38311764647421190998422609305455470851
17,2,1,38.254,-85.74,38.253,-85.74,0.04,0.76,98943486903163523991649841605720855798
18,2,2,38.258,-85.748,38.258,-85.749,0.04,1.51,63913892020038232463912622815085935765
19,2,17,38.256,-85.76,38.248,-85.752,0.04,12.76,37236368903805426320807564182877825833
20,2,1,38.254,-85.757,38.253,-85.757,0.04,0.76,89318585052078849784320936278661792494
21,2,1,38.221,-85.763,38.222,-85.765,0.04,0.76,78538207290636382634345831766809333405
