,dayInWeek,duration,startLat,startLog,endLat,endLog,distance,cost,id
0,2,3,38.213,-85.76,38.213,-85.752,0.04,2.26,258165729918785241954573340318210885737
1,2,3,38.221,-85.763,38.219,-85.759,0.04,2.26,302287697375134847185402676190868706470
2,2,3,38.209,-85.748,38.212,-85.751,0.04,2.26,322937113258499713300454175316764856839
3,2,1,38.254,-85.736,38.256,-85.736,0.04,0.76,274828055682886013704602697595895980582
4,2,2,38.216,-85.761,38.216,-85.762,0.04,1.51,297011755698461095784096786833857076975
5,2,3,38.216,-85.76,38.216,-85.76,0.04,2.26,299015516705816383415737286562461296850
6,2,3,38.204,-85.759,38.207,-85.758,0.04,2.26,238311067988558818855029875355681750528
7,2,3,38.258,-85.74,38.258,-85.74,0.04,2.26,294303219738359241200184355016679950082
8,2,2,38.221,-85.763,38.22,-85.765,0.04,1.51,298683705243362167225738865975959401028
9,2,4,38.257,-85.755,38.256,-85.755,0.04,3.01,249658893643931294947704276749964817725
10,2,3,38.219,-85.754,38.219,-85.754,0.04,2.26,336419725057713091513205506958111623845
11,2,0,38.22,-85.757,38.218,-85.76,0.04,0.01,303721862379735827352444305670292789703
12,2,2,38.253,-85.753,38.253,-85.754,0.04,1.51,269680511174210783995181522079008605284
13,2,1,38.259,-85.756,38.259,-85.757,0.04,0.76,286864772153210410310104555989372665908
14,2,1,38.179,-85.754,38.179,-85.754,0.04,0.76,311315152688212894015960683921295047330
15,2,13,38.257,-85.74,38.257,-85.74,0.04,9.76,275331086618466996669682239003674686308
16,2,1,38.247,-85.756,38.247,-85.757,0.04,0.76,279567022953491272315023442602234893292
17,2,1,38.257,-85.758,38.257,-85.759,0.04,0.76,285076909886861383478241214716270666249
18,2,3,38.215,-85.757,38.213,-85.758,0.04,2.26,228348587813145234584413395419335705254
19,2,2,38.254,-85.742,38.254,-85.743,0.04,1.51,324638115707389708502458950694713289860
20,2,1,38.219,-85.754,38.22,-85.755,0.04,0.76,274986121326805632942834095901045178820
21,2,1,38.254,-85.755,38.253,-85.754,0.04,0.76,323289260967473397301982629118785286211
22,2,4,38.218,-85.764,38.218,-85.763,0.04,3.01,281768015342557112662609347218224142452
23,2,2,38.215,-85.748,38.215,-85.749,0.04,1.51,287599260098590090757705107296794234610
24,2,21,38.256,-85.754,38.228,-85.78,0.04,15.76,313812786566894434561209972175745465647
25,2,4,38.258,-85.747,38.258,-85.747,0.04,3.01,284372548687887271078314280762326817667
26,2,3,38.262,-85.736,38.262,-85.736,0.04,2.26,292521824340844931263817249496543112874
27,2,3,38.222,-85.686,38.223,-85.691,0.04,2.26,334983916985770560137138168243865826844
28,2,4,38.227,-85.733,38.227,-85.733,0.04,3.01,338110958221398163117719818494383593938
29,2,2,38.239,-85.723,38.24,-85.723,0.04,1.51,310479214049779607232692668916009490965
30,2,6,38.248,-85.762,38.248,-85.762,0.04,4.51,321637012658614012505329651891209399486
31,2,1,38.256,-85.753,38.256,-85.752,0.04,0.76,252873742675305976053101234762251438572
32,2,47,38.233,-85.711,38.233,-85.71,0.04,35.26,245058295632214673402568472590965686594
33,2,6,38.255,-85.757,38.256,-85.753,0.04,4.51,293553110262716476315969199685916448152
34,2,41,38.22,-85.762,38.22,-85.761,0.04,30.76,290938868802275584449722042654876640519
35,2,1,38.256,-85.764,38.256,-85.763,0.04,0.76,263117491115269338945296206597471673405
